account_code,account_name,category,business_unit,geography,product_line,period,value,currency
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,13820264.69,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,7655483.47,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,11291561.09,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,6931361.58,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,5127690.28,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,2836845.88,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-02,1847884.19,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,66271014.42,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,29265725.8,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,13542115.83,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,33999277.2,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,14052781.98,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,8589792.15,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,11676739.34,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,7332120.3,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,5140371.59,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,2869236.74,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-03,2110312.85,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,42536576.11,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,20992516.67,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,10064367.46,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,24078878.08,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,11293716.59,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,5934221.54,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,8325015.36,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,5315737.2,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,3980518.89,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,2398667.71,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-04,699406.41,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,51358656.02,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,21943083.94,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,9405212.37,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,27641089.31,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,11276556.47,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,6843330.35,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,9918424.0,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,5639454.56,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,4532427.38,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,2214223.0,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-05,1542141.3,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,54619891.96,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,24746991.19,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,9994854.37,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,29006765.2,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,12816547.91,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,7773919.28,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,8859377.12,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,5674259.03,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,4328595.43,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,2697270.91,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-06,1563457.26,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,44667154.05,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,23566061.89,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,10720433.49,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,27352917.72,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,10779046.1,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,6711535.02,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,8916963.29,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,5721745.65,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,4171827.09,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,2440942.03,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-07,1654727.41,INR
IQS-REV-001,Industrial Quality Solutions - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,51377471.65,INR
IQS-REV-002,Industrial Quality Solutions - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,21914205.74,INR
IQS-REV-003,Industrial Quality Solutions - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,10194968.24,INR
IQS-COGS-001,Industrial Quality Solutions - Imported Components & Materials,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,28469824.16,INR
IQS-COGS-002,Industrial Quality Solutions - Installation & Service Labor,COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,10319618.0,INR
IQS-COGS-003,"Industrial Quality Solutions - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,6629839.01,INR
IQS-OPEX-001,Industrial Quality Solutions - Sales & Marketing,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,9595246.04,INR
IQS-OPEX-002,Industrial Quality Solutions - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,5119078.16,INR
IQS-OPEX-003,Industrial Quality Solutions - G&A,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,4388213.33,INR
IQS-OPEX-004,Industrial Quality Solutions - Facilities & Rent,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,2537641.17,INR
IQS-OPEX-005,Industrial Quality Solutions - IT & Software,OpEx,Carl Zeiss India,India,Industrial Quality Solutions,2026-08,1668497.67,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-09,17533233.02,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-09,8955925.95,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-09,4235428.05,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2023-09,9320128.55,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2023-09,4399051.13,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2023-09,2440880.96,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2023-09,3244285.42,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2023-09,1917607.12,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2023-09,1508276.25,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2023-09,853055.39,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2023-09,506071.53,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-10,19073358.97,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-10,9080173.09,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-10,3751469.36,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2023-10,9768288.06,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2023-10,4111127.38,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2023-10,2662516.99,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2023-10,3176269.68,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2023-10,2164267.49,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2023-10,1510048.71,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2023-10,893494.56,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2023-10,609095.97,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-11,19620085.38,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-11,9667795.35,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-11,3763802.44,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2023-11,10282962.69,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2023-11,4779779.97,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2023-11,2623325.0,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2023-11,3543884.43,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2023-11,2484571.95,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2023-11,1707613.74,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2023-11,927832.26,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2023-11,715856.5,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-12,18599420.35,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-12,8987137.18,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2023-12,3707649.31,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2023-12,9629453.84,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2023-12,4621874.92,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2023-12,2255632.07,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2023-12,3273246.54,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2023-12,2064512.65,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2023-12,1686750.33,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2023-12,941868.74,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2023-12,628054.41,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-01,21086016.46,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-01,10226956.03,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-01,4198949.0,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-01,10460405.7,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-01,4662818.86,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-01,2790150.74,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-01,3732622.57,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-01,2591753.53,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-01,1710126.38,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-01,1026036.32,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-01,694778.41,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-02,21088164.96,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-02,9007787.05,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-02,4413095.67,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-02,11843220.74,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-02,5092577.83,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-02,2532991.93,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-02,3867794.75,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-02,2576978.02,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-02,1590045.05,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-02,1066165.46,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-02,737431.47,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-03,21847944.77,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-03,10853602.09,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-03,4834843.78,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-03,12387283.03,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-03,5627779.3,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-03,3342042.37,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-03,4466085.35,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-03,2809007.98,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-03,1863236.52,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-03,1254483.76,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-03,791478.07,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-04,16992756.24,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-04,7971590.13,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-04,3618718.02,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-04,9011777.15,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-04,3674251.49,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-04,2396887.83,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-04,3187197.12,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-04,2280573.11,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-04,1400555.19,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-04,876456.35,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-04,539231.29,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-05,18272783.44,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-05,8688033.63,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-05,5932574.31,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-05,9963298.35,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-05,4323109.18,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-05,2451796.47,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-05,3369131.01,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-05,2064254.34,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-05,1473656.68,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-05,923617.25,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-05,671542.21,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-06,20349224.33,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-06,8165596.43,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-06,4142302.54,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-06,10543922.09,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-06,4898431.05,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-06,2751319.43,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-06,3399172.96,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-06,2064315.48,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-06,1514720.62,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-06,999659.7,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-06,648528.98,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-07,17739975.11,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-07,7749767.1,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-07,3487626.57,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-07,10322683.72,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-07,4410301.34,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-07,2246481.89,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-07,3044874.16,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-07,1884759.76,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-07,1515250.04,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-07,909836.34,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-07,622685.67,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-08,17692038.29,INR
MED-REV-002,Medical Technology - Service & AMC Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-08,8379897.86,INR
MED-REV-003,Medical Technology - Training & Applications Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-08,3882415.24,INR
MED-COGS-001,Medical Technology - Imported Components & Materials,COGS,Carl Zeiss India,India,Medical Technology,2024-08,10124361.12,INR
MED-COGS-002,Medical Technology - Installation & Service Labor,COGS,Carl Zeiss India,India,Medical Technology,2024-08,4172760.42,INR
MED-COGS-003,"Medical Technology - Freight, Customs & Logistics",COGS,Carl Zeiss India,India,Medical Technology,2024-08,2613911.29,INR
MED-OPEX-001,Medical Technology - Sales & Marketing,OpEx,Carl Zeiss India,India,Medical Technology,2024-08,3380973.75,INR
MED-OPEX-002,Medical Technology - Applications Engineering & R&D,OpEx,Carl Zeiss India,India,Medical Technology,2024-08,2007496.89,INR
MED-OPEX-003,Medical Technology - G&A,OpEx,Carl Zeiss India,India,Medical Technology,2024-08,1630211.96,INR
MED-OPEX-004,Medical Technology - Facilities & Rent,OpEx,Carl Zeiss India,India,Medical Technology,2024-08,915158.23,INR
MED-OPEX-005,Medical Technology - IT & Software,OpEx,Carl Zeiss India,India,Medical Technology,2024-08,320687.02,INR
MED-REV-001,Medical Technology - Equipment & Product Revenue,Revenue,Carl Zeiss India,India,Medical Technology,2024-09,9674346.83,INR
